year,season,cat_id,cat_type,PM,TOG,NOx,SOx,CO,CO2,CH4,N2O,HFC,BCO2,SF6
1990,Annual,646,Area,0.118337,0.667237,0.203742,0.015008,1.86286,248.577423,0.027263,0.008908,0,0,0
1990,Annual,658,Area,2.23,7.05,4.57,0.16,9.65,1391.646484,0.066395,0.043382,0,0,0
1990,Annual,670,Area,0.000091,0.01,0,0.000127,0.01,3.359158,0.000368,0.00012,0,0,0
1990,Annual,673,Area,0.000017,0,0,0.000039,0,0.630419,0.000069,0.000023,0,0,0
1990,Annual,676,Area,0.000003,0,0,0.000005,0,0.093592,0.00001,0.000003,0,0,0
1990,Annual,679,Area,0.00017,0.000983,0.001658,0.000006,0.002611,0.996646,0.000109,0.000036,0,0,0
1990,Annual,682,Area,0.01,0.04,0.02,0,0.09,6.072704,0.000252,0.000024,0,0,0
1990,Annual,687,Area,0.012513,0.058195,0.029075,0.004443,0.114882,30.039307,0.027077,0.000964,0,0,0
1990,Annual,694,Area,0.002,0.011,0.005,0.001,0.018,3.524591,0.003177,0.000113,0,0,0
1990,Annual,699,Area,0.001543,0.01,0.01,0.000801,0.02,11.243994,0.000466,0.000044,0,0,0
1990,Annual,702,Area,0.00037,0.01,0,0.00017,0.01,2.114493,0.000088,0.000008,0,0,0
1990,Annual,705,Area,0.00004,0,0,0.000021,0.01,0.294298,0.000012,0.000001,0,0,0
1990,Annual,708,Area,0.00167,0.008549,0.004135,0.000637,0.017988,12.11787,0.000502,0.000047,0,0,0
1990,Annual,711,Area,0.000046,0.001704,0.000341,0.000028,0.131235,0.009232,0.000014,0,0,0,0
1990,Annual,744,Area,13.663317,0,0,0,0,0,0,0,0,0,0
1990,Annual,745,Area,15.661745,0,0,0,0,0,0,0,0,0,0
1990,Annual,746,Area,4.074282,0,0,0,0,0,0,0,0,0,0
1990,Annual,747,Area,8.988497,0,0,0,0,0,0,0,0,0,0
1990,Annual,748,Area,13.707952,0,0,0,0,0,0,0,0,0,0
1990,Annual,749,Area,2.627285,0,0,0,0,0,0,0,0,0,0
1990,Annual,750,Area,0.072554,0.093186,0.026821,0,1.126482,0,0.019497,0.000355,0,12.929096,0
1990,Annual,753,Area,0.012373,0.003938,0.000509,0,0.015467,0.456212,0.001456,0.000098,0,0,0
1990,Annual,754,Area,120.527771,0,0,0,0,0,0,0,0,0,0
1990,Annual,755,Area,12.896961,0,0,0,0,0,0,0,0,0,0
1990,Annual,756,Area,4.545975,0,0,0,0,0,0,0,0,0,0
1990,Annual,757,Area,0.002885,0,0,0,0,0,0,0,0,0,0
1990,Annual,758,Area,0.624254,0,0,0,0,0,0,0,0,0,0
1990,Annual,760,Area,7.11663,14.884033,0,0,0,0,0,0,0,0,0
1990,Annual,761,Area,0,0.128995,0,0,0,0,0,0,0,0,0
1990,Annual,764,Area,10.909613,0,0,0,0,0,0,0,0,0,0
1990,Annual,765,Area,1.722179,0,0,0,0,0,0,0,0,0,0
1990,Annual,766,Area,0.839281,0.061731,0.039462,0,0.729804,0,0,0,0,0,0
